Movie Run Time,Budget,Review Rating,Rating_E,Rating_NC-17,Rating_NOT RATED,Rating_PG,Rating_PG-13,Rating_R,Rating_TV-14,Rating_TV-MA,Rating_TV-PG,Rating_UNRATED,Rating_X, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Sport, Thriller, War, Western,Country_Freq,Country_TE,Language_TE,Language_Freq,Release_EpochDays,Director_TE,Actor 1_TE,Actor 2_TE,Actor 3_TE
88.0,1000000.0,3.5,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,4.795052347180007,4.955247569046961,1896,17080,5.098125633232017,5.20677136102668,5.14375057566547,5.098125633232017
74.0,1000.0,7.8,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,17132,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
90.0,1600000.0,5.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28,5.157187549154971,5.398192996760616,19,16190,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
78.0,20000.0,4.0,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.06259569406311,4.955247569046961,1896,17135,5.098125633232017,5.098125633232017,4.989205121120015,5.098125633232017
79.0,18000.0,2.7,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1532,5.0589238170286706,4.979100109543351,1896,16102,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
88.0,500000.0,6.3,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.06259569406311,4.955247569046961,1896,17442,5.098125633232017,4.989205121120015,5.098125633232017,5.098125633232017
90.0,1000000.0,4.6,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16591,5.104255319148936,5.104255319148936,5.131141199226305,5.104255319148936
90.0,500000.0,4.2,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,17281,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
78.0,20000.0,6.0,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,16591,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
79.0,1500.0,5.9,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.03281427097532,4.946560655462923,1896,16721,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
91.0,500000.0,3.9,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1532,5.06074579886135,4.969399576696001,1896,16381,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
92.0,65000000.0,5.1,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1532,5.019948526621876,4.947640601622803,1896,16094,5.085663627152989,5.085663627152989,5.085663627152989,5.23242147922999
101.0,3000000.0,5.0,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,155,5.0236948548180616,4.947640601622803,1896,16591,5.1051487519572625,5.085663627152989,5.085663627152989,5.085663627152989
103.0,15000000.0,6.3,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.03281427097532,5.871760432505491,97,16227,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
80.0,500000.0,4.9,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,16990,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
78.0,500000.0,4.3,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16872,5.104255319148936,4.936879432624114,5.104255319148936,5.270212765957447
99.0,500000.0,3.2,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,15657,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
90.0,50000.0,2.8,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,15748,5.085663627152989,4.9324214792299905,5.085663627152989,5.085663627152989
89.0,1500000.0,2.6,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1532,5.06259569406311,4.955247569046961,1896,15734,5.25677136102668,5.00677136102668,5.098125633232017,5.098125633232017
96.0,500000.0,4.8,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1532,5.06259569406311,4.955247569046961,1896,16972,5.098125633232017,5.107386939301834,5.098125633232017,5.098125633232017
90.0,500000.0,5.2,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1532,5.06259569406311,4.955247569046961,1896,17287,5.007386939301833,5.098125633232017,5.098125633232017,5.098125633232017
95.0,65000000.0,5.4,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1532,5.0589238170286706,4.979100109543351,1896,15597,5.159369672395521,5.159369672395521,5.115306639635073,5.115306639635073
101.0,500000.0,6.0,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,56,4.933144080594904,5.739901066809703,34,15413,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
87.0,500000.0,4.4,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,155,5.085901270201151,4.979100109543351,1896,15520,5.142543568950056,5.115306639635073,5.115306639635073,5.115306639635073
90.0,10000000.0,5.6,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,15639,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
71.0,500000.0,2.5,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16945,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
90.0,2000000.0,6.1,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,17431,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
90.0,500000.0,4.1,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.03281427097532,4.946560655462923,1896,16976,5.041676265954015,5.095843892549416,5.095843892549416,5.095843892549416
84.0,10000.0,5.2,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.03281427097532,4.946560655462923,1896,16591,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
90.0,10000000.0,5.8,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,15443,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
80.0,250000.0,5.0,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,4.95669968584403,4.955247569046961,1896,17404,5.061932393847288,5.098125633232017,5.098125633232017,5.098125633232017
90.0,368000.0,5.7,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,17105,5.2687851155936265,5.085663627152989,5.085663627152989,5.085663627152989
113.0,500000.0,5.2,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114,5.188808224759747,5.306303388426687,40,17375,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
91.0,500000.0,4.5,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1532,5.03281427097532,4.946560655462923,1896,16892,5.095843892549416,5.023494447772197,5.095843892549416,5.095843892549416
138.0,500000.0,5.7,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,72,5.542780281591727,5.456971397396929,22,16402,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
81.0,100000.0,4.2,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.03281427097532,4.946560655462923,1896,16626,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
89.0,200000.0,4.8,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.019948526621876,4.947640601622803,1896,16548,5.085663627152989,4.623775751435327,5.085663627152989,5.085663627152989
94.0,500000.0,2.4,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16084,5.104255319148936,5.104255319148936,5.104255319148936,5.003868471953578
95.0,500000.0,5.7,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,5.2338185890257565,5.9383238194084065,97,15743,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
91.0,500000.0,5.6,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52,5.258298699418978,4.947640601622803,1896,16767,4.886966933775445,5.085663627152989,5.085663627152989,4.996057842866354
90.0,500000.0,4.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,4.863410388064964,5.126966995617304,10,16885,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
87.0,500000.0,4.6,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,15889,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
108.0,500000.0,6.4,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,5.251418439716312,5.25177304964539,19,17198,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
103.0,20000.0,5.4,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,16394,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
88.0,500000.0,3.9,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,5.224319861908515,5.542831813576495,15,17100,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
90.0,500000.0,3.6,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1532,5.06259569406311,4.955247569046961,1896,15874,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
71.0,400.0,4.2,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,5.0236948548180616,4.947640601622803,1896,17298,5.085663627152989,5.085663627152989,5.085663627152989,4.9778760246845355
80.0,500000.0,7.1,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1532,5.0589238170286706,4.979100109543351,1896,16333,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
101.0,500000.0,5.7,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1532,5.06259569406311,4.955247569046961,1896,16507,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
89.0,1000000.0,5.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,16967,5.250278763304612,5.059369672395521,5.0684605814864305,5.115306639635073
90.0,500000.0,3.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,16740,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
93.0,500000.0,4.9,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.03281427097532,4.946560655462923,1896,17214,5.078039902317651,5.078039902317651,5.078039902317651,5.078039902317651
100.0,500000.0,4.6,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,16184,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
90.0,500000.0,4.5,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1532,5.03281427097532,4.946560655462923,1896,17425,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
95.0,500000.0,4.0,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5.274025819146716,4.950444153973376,14,16366,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
118.0,8000000.0,6.5,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,155,5.085901270201151,4.979100109543351,1896,15856,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
90.0,100000.0,4.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16273,4.912959381044487,5.104255319148936,5.104255319148936,5.104255319148936
104.0,500000.0,5.1,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1532,5.03281427097532,4.946560655462923,1896,16815,5.095843892549416,4.996536577124513,5.095843892549416,5.095843892549416
90.0,500000.0,3.0,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,15629,5.085663627152989,4.9324214792299905,5.2880530226274916,5.085663627152989
108.0,15000000.0,7.6,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,72,5.542780281591727,5.888154143399071,97,16948,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
90.0,1850000.0,5.0,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,5.179908172087892,5.871760432505491,97,16500,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
90.0,200000.0,3.7,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51,4.352012005123206,4.947640601622803,1896,16591,5.085663627152989,5.085663627152989,5.085663627152989,5.104719689294158
94.0,500000.0,3.4,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,16284,5.115306639635073,4.760933314025053,4.995733308759157,5.115306639635073
80.0,100000.0,2.3,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,16723,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
90.0,500000.0,4.5,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1532,5.019948526621876,4.947640601622803,1896,15639,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
95.0,20000.0,3.5,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16591,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
96.0,500000.0,5.5,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52,5.258298699418978,5.324319861908514,19,17009,5.123330570139081,5.085663627152989,5.085663627152989,5.123330570139081
80.0,500000.0,4.0,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,17379,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
153.0,500000.0,6.1,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,5.255955397871261,5.195433513725618,24,16689,5.489888494678155,5.3632032437911805,5.095843892549416,5.095843892549416
66.0,500000.0,4.3,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.019948526621876,4.947640601622803,1896,15511,5.085663627152989,5.085663627152989,5.085663627152989,5.186966933775445
83.0,3400000.0,3.7,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06074579886135,4.969399576696001,1896,16350,5.104255319148936,5.104255319148936,5.104255319148936,5.104255319148936
84.0,1200000.0,3.8,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1532,5.0589238170286706,4.979100109543351,1896,15590,5.115306639635073,5.115306639635073,5.115306639635073,5.115306639635073
70.0,20000.0,4.0,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,28,5.251418439716312,4.969399576696001,1896,16183,4.77854609929078,5.104255319148936,5.104255319148936,5.104255319148936
90.0,1500000.0,5.7,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06259569406311,4.955247569046961,1896,15800,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
90.0,500000.0,5.7,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,82,5.440995276253635,5.86915295669095,68,16137,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
87.0,3000000.0,5.2,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1532,5.0589238170286706,4.979100109543351,1896,16311,5.115306639635073,5.115306639635073,5.132096945122793,5.115306639635073
94.0,500000.0,4.6,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,5.019948526621876,4.947640601622803,1896,16591,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
82.0,500000.0,5.2,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1532,5.03281427097532,5.398192996760616,19,15994,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
80.0,10000.0,5.6,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,17228,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
81.0,4000000.0,4.2,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.06259569406311,4.955247569046961,1896,15340,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
156.0,500000.0,4.8,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,5.552263413221344,5.56280139019622,22,17270,5.095843892549416,5.095843892549416,5.095843892549416,5.095843892549416
90.0,500000.0,7.6,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.019948526621876,4.947640601622803,1896,15829,5.085663627152989,5.085663627152989,5.085663627152989,5.085663627152989
113.0,500000.0,5.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,4.832765343403641,5.004514240684454,11,17360,5.098125633232017,5.098125633232017,5.098125633232017,5.098125633232017
90.0,500000.0,5.4,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1532,5.0589238170286706,4.979100109543351,1896,16591,5.141187854213703,5.141187854213703,5.141187854213703,5.141187854213703
